epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.89814,1.45662,0.2875,1,1.40479,8.75e-05,8.75e-05,8.75e-05
2,2.7359,1.26773,0.53438,1,1.14893,0.000185644,0.000185644,0.000185644
3,3.87695,1.03179,0.65312,1,0.87109,0.000281807,0.000281807,0.000281807
4,4.84539,0.78792,0.7625,1,0.67578,0.000375991,0.000375991,0.000375991
5,5.60338,0.5719,0.78125,1,0.59644,0.000468195,0.000468195,0.000468195
6,6.41285,0.49967,0.7875,1,0.58789,0.000558419,0.000558419,0.000558419
7,7.53804,0.3826,0.79688,1,0.50159,0.000646662,0.000646662,0.000646662
8,8.56181,0.35957,0.8125,1,0.66394,0.000732926,0.000732926,0.000732926
9,9.61608,0.25748,0.78125,1,0.61816,0.00081721,0.00081721,0.00081721
10,10.5562,0.2241,0.81875,1,0.53296,0.000899514,0.000899514,0.000899514
11,11.5124,0.20292,0.8375,1,0.56262,0.000979838,0.000979838,0.000979838
12,12.5765,0.17672,0.77188,1,0.69507,0.00105818,0.00105818,0.00105818
13,13.6434,0.15942,0.7375,1,0.83545,0.0011015,0.0011015,0.0011015
14,14.6575,0.19714,0.7625,1,0.66748,0.00108913,0.00108913,0.00108913
15,15.5499,0.15087,0.825,1,0.55676,0.00107675,0.00107675,0.00107675
16,16.6142,0.12209,0.825,1,0.68213,0.00106437,0.00106437,0.00106437
17,17.4619,0.13226,0.79688,1,0.81763,0.001052,0.001052,0.001052
18,18.4714,0.14287,0.82187,1,0.59424,0.00103962,0.00103962,0.00103962
19,19.478,0.14452,0.775,1,0.77759,0.00102725,0.00102725,0.00102725
20,20.4079,0.113,0.77812,1,0.78857,0.00101488,0.00101488,0.00101488
21,21.3424,0.08616,0.8,1,0.90161,0.0010025,0.0010025,0.0010025
22,22.3417,0.09953,0.7875,1,0.68823,0.000990125,0.000990125,0.000990125
23,23.4461,0.08093,0.79688,1,0.7937,0.00097775,0.00097775,0.00097775
24,24.3242,0.09908,0.79688,1,0.75708,0.000965375,0.000965375,0.000965375
25,25.3119,0.09244,0.80625,1,0.6875,0.000953,0.000953,0.000953
26,26.3576,0.09525,0.77188,1,0.69458,0.000940625,0.000940625,0.000940625
27,27.2408,0.09392,0.79688,1,0.92236,0.00092825,0.00092825,0.00092825
28,28.3941,0.09073,0.8,1,0.7511,0.000915875,0.000915875,0.000915875
29,29.2795,0.08892,0.8125,1,0.87988,0.0009035,0.0009035,0.0009035
30,30.2133,0.07163,0.775,1,0.99414,0.000891125,0.000891125,0.000891125
31,31.1894,0.08526,0.79688,1,0.77051,0.00087875,0.00087875,0.00087875
32,32.0941,0.07292,0.80313,1,0.70337,0.000866375,0.000866375,0.000866375
33,33.0472,0.06319,0.7875,1,0.8269,0.000854,0.000854,0.000854
34,34.1717,0.07774,0.79062,1,0.73267,0.000841625,0.000841625,0.000841625
35,35.2099,0.08816,0.80625,1,0.71924,0.00082925,0.00082925,0.00082925
36,36.2297,0.07078,0.8125,1,0.78711,0.000816875,0.000816875,0.000816875
37,37.1697,0.07476,0.81563,1,0.89624,0.0008045,0.0008045,0.0008045
38,38.2435,0.06469,0.80313,1,0.71924,0.000792125,0.000792125,0.000792125
39,39.2944,0.06001,0.80937,1,0.7605,0.00077975,0.00077975,0.00077975
40,40.3408,0.06718,0.825,1,0.66772,0.000767375,0.000767375,0.000767375
41,41.1428,0.05009,0.83125,1,0.65112,0.000755,0.000755,0.000755
42,42.1867,0.06555,0.83125,1,0.78247,0.000742625,0.000742625,0.000742625
43,43.1211,0.04993,0.84375,1,0.72803,0.00073025,0.00073025,0.00073025
44,44.1856,0.04012,0.8375,1,0.63745,0.000717875,0.000717875,0.000717875
45,45.1906,0.03301,0.83125,1,0.68628,0.0007055,0.0007055,0.0007055
46,46.2688,0.04634,0.82812,1,0.72656,0.000693125,0.000693125,0.000693125
47,47.095,0.04705,0.825,1,0.66528,0.00068075,0.00068075,0.00068075
48,48.2399,0.06394,0.82187,1,0.76636,0.000668375,0.000668375,0.000668375
49,49.0717,0.03439,0.82187,1,0.73291,0.000656,0.000656,0.000656
50,50.0867,0.04221,0.81875,1,0.79346,0.000643625,0.000643625,0.000643625
51,50.9851,0.05266,0.80625,1,0.672,0.00063125,0.00063125,0.00063125
52,51.8335,0.03542,0.80313,1,0.83813,0.000618875,0.000618875,0.000618875
53,52.8571,0.03403,0.825,1,0.94043,0.0006065,0.0006065,0.0006065
54,53.7289,0.04319,0.82187,1,0.81348,0.000594125,0.000594125,0.000594125
55,54.8914,0.03713,0.82187,1,0.73071,0.00058175,0.00058175,0.00058175
56,55.9283,0.03862,0.83438,1,0.66553,0.000569375,0.000569375,0.000569375
57,56.9293,0.05387,0.84062,1,0.72461,0.000557,0.000557,0.000557
58,57.7593,0.03097,0.825,1,0.83691,0.000544625,0.000544625,0.000544625
59,58.6391,0.04472,0.81875,1,0.91821,0.00053225,0.00053225,0.00053225
60,59.5191,0.0384,0.82812,1,0.56854,0.000519875,0.000519875,0.000519875
61,60.4267,0.04822,0.8125,1,0.74243,0.0005075,0.0005075,0.0005075
62,61.4911,0.02506,0.80937,1,0.63147,0.000495125,0.000495125,0.000495125
63,62.324,0.04543,0.82187,1,0.7334,0.00048275,0.00048275,0.00048275
64,63.2376,0.04284,0.825,1,0.88574,0.000470375,0.000470375,0.000470375
65,64.1651,0.04669,0.83438,1,0.67163,0.000458,0.000458,0.000458
66,65.1776,0.03261,0.83438,1,0.63867,0.000445625,0.000445625,0.000445625
67,66.0911,0.04085,0.82812,1,0.7688,0.00043325,0.00043325,0.00043325
