epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.64367,1.41811,0.36875,1,1.31152,8.75e-05,8.75e-05,8.75e-05
2,3.26933,1.25029,0.55,1,1.12549,0.000185644,0.000185644,0.000185644
3,4.02671,0.98717,0.6875,1,0.79297,0.000281807,0.000281807,0.000281807
4,5.06076,0.73371,0.7375,1,0.66821,0.000375991,0.000375991,0.000375991
5,6.07614,0.56193,0.775,1,0.64014,0.000468195,0.000468195,0.000468195
6,7.07373,0.442,0.80625,1,0.56006,0.000558419,0.000558419,0.000558419
7,8.34211,0.36154,0.80937,1,0.4342,0.000646662,0.000646662,0.000646662
8,9.52126,0.30735,0.80937,1,0.51355,0.000732926,0.000732926,0.000732926
9,10.5235,0.24377,0.79688,1,0.60107,0.00081721,0.00081721,0.00081721
10,11.4872,0.22625,0.82187,1,0.505,0.000899514,0.000899514,0.000899514
11,12.5569,0.20631,0.81563,1,0.47339,0.000979838,0.000979838,0.000979838
12,13.7473,0.1755,0.79688,1,0.65649,0.00105818,0.00105818,0.00105818
13,14.6809,0.19631,0.81875,1,0.68677,0.0011015,0.0011015,0.0011015
14,15.7073,0.15657,0.825,1,0.6731,0.00108913,0.00108913,0.00108913
15,16.8436,0.1513,0.80625,1,0.60693,0.00107675,0.00107675,0.00107675
16,17.8381,0.12587,0.83125,1,0.61621,0.00106437,0.00106437,0.00106437
17,18.8664,0.15144,0.80313,1,0.67358,0.001052,0.001052,0.001052
18,20.0425,0.12982,0.82187,1,0.57983,0.00103962,0.00103962,0.00103962
19,21.0058,0.12582,0.81563,1,0.52795,0.00102725,0.00102725,0.00102725
20,21.9388,0.12213,0.8,1,0.54224,0.00101488,0.00101488,0.00101488
21,23.1868,0.11397,0.8,1,0.70288,0.0010025,0.0010025,0.0010025
22,24.049,0.08884,0.82812,1,0.5675,0.000990125,0.000990125,0.000990125
23,25.1714,0.1075,0.80937,1,0.71143,0.00097775,0.00097775,0.00097775
24,26.0592,0.08545,0.825,1,0.71826,0.000965375,0.000965375,0.000965375
