0,"tf.Tensor(0.45219007, shape=(), dtype=float32)","tf.Tensor(2.882344, shape=(), dtype=float32)","tf.Tensor(1.2935917e-05, shape=(), dtype=float32)"
0,"tf.Tensor(1.0094085, shape=(), dtype=float32)","tf.Tensor(6.922873, shape=(), dtype=float32)","tf.Tensor(9.268469e-06, shape=(), dtype=float32)"
0,"tf.Tensor(3.150675, shape=(), dtype=float32)","tf.Tensor(0.1518988, shape=(), dtype=float32)","tf.Tensor(7.399891e-06, shape=(), dtype=float32)"
1,"tf.Tensor(5.962067, shape=(), dtype=float32)","tf.Tensor(3.4589982, shape=(), dtype=float32)","tf.Tensor(6.8425925e-06, shape=(), dtype=float32)"
1,"tf.Tensor(2.0572176, shape=(), dtype=float32)","tf.Tensor(0.82536906, shape=(), dtype=float32)","tf.Tensor(6.3892276e-06, shape=(), dtype=float32)"
1,"tf.Tensor(2.2443905, shape=(), dtype=float32)","tf.Tensor(2.9675286, shape=(), dtype=float32)","tf.Tensor(6.081893e-06, shape=(), dtype=float32)"
2,"tf.Tensor(2.2496958, shape=(), dtype=float32)","tf.Tensor(0.3206235, shape=(), dtype=float32)","tf.Tensor(5.834163e-06, shape=(), dtype=float32)"
2,"tf.Tensor(2.5248387, shape=(), dtype=float32)","tf.Tensor(2.649198, shape=(), dtype=float32)","tf.Tensor(5.623685e-06, shape=(), dtype=float32)"
2,"tf.Tensor(2.6187012, shape=(), dtype=float32)","tf.Tensor(0.45648593, shape=(), dtype=float32)","tf.Tensor(5.4787715e-06, shape=(), dtype=float32)"
3,"tf.Tensor(2.124353, shape=(), dtype=float32)","tf.Tensor(2.328664, shape=(), dtype=float32)","tf.Tensor(5.3375843e-06, shape=(), dtype=float32)"
3,"tf.Tensor(2.3159726, shape=(), dtype=float32)","tf.Tensor(0.37333858, shape=(), dtype=float32)","tf.Tensor(5.172182e-06, shape=(), dtype=float32)"
3,"tf.Tensor(2.3575022, shape=(), dtype=float32)","tf.Tensor(2.0351846, shape=(), dtype=float32)","tf.Tensor(5.065267e-06, shape=(), dtype=float32)"
4,"tf.Tensor(2.13801, shape=(), dtype=float32)","tf.Tensor(0.6487614, shape=(), dtype=float32)","tf.Tensor(4.9516457e-06, shape=(), dtype=float32)"
4,"tf.Tensor(1.6722386, shape=(), dtype=float32)","tf.Tensor(1.334905, shape=(), dtype=float32)","tf.Tensor(4.817908e-06, shape=(), dtype=float32)"
4,"tf.Tensor(1.9550703, shape=(), dtype=float32)","tf.Tensor(1.3873439, shape=(), dtype=float32)","tf.Tensor(4.7176986e-06, shape=(), dtype=float32)"
5,"tf.Tensor(1.9123557, shape=(), dtype=float32)","tf.Tensor(0.47426003, shape=(), dtype=float32)","tf.Tensor(4.6100376e-06, shape=(), dtype=float32)"
5,"tf.Tensor(1.799588, shape=(), dtype=float32)","tf.Tensor(2.0518122, shape=(), dtype=float32)","tf.Tensor(4.509828e-06, shape=(), dtype=float32)"
5,"tf.Tensor(2.3817143, shape=(), dtype=float32)","tf.Tensor(0.6804322, shape=(), dtype=float32)","tf.Tensor(4.4278718e-06, shape=(), dtype=float32)"
6,"tf.Tensor(1.6997032, shape=(), dtype=float32)","tf.Tensor(0.80895454, shape=(), dtype=float32)","tf.Tensor(4.3250543e-06, shape=(), dtype=float32)"
6,"tf.Tensor(1.8075701, shape=(), dtype=float32)","tf.Tensor(0.98521173, shape=(), dtype=float32)","tf.Tensor(4.2412357e-06, shape=(), dtype=float32)"
6,"tf.Tensor(1.7649105, shape=(), dtype=float32)","tf.Tensor(0.76214796, shape=(), dtype=float32)","tf.Tensor(4.1551816e-06, shape=(), dtype=float32)"
7,"tf.Tensor(1.8295418, shape=(), dtype=float32)","tf.Tensor(0.9636699, shape=(), dtype=float32)","tf.Tensor(4.074716e-06, shape=(), dtype=float32)"
7,"tf.Tensor(1.490371, shape=(), dtype=float32)","tf.Tensor(1.628253, shape=(), dtype=float32)","tf.Tensor(3.993132e-06, shape=(), dtype=float32)"
7,"tf.Tensor(1.8790138, shape=(), dtype=float32)","tf.Tensor(0.7112426, shape=(), dtype=float32)","tf.Tensor(3.9059605e-06, shape=(), dtype=float32)"
8,"tf.Tensor(2.0388222, shape=(), dtype=float32)","tf.Tensor(1.2647587, shape=(), dtype=float32)","tf.Tensor(3.8418857e-06, shape=(), dtype=float32)"
8,"tf.Tensor(2.0434144, shape=(), dtype=float32)","tf.Tensor(0.742989, shape=(), dtype=float32)","tf.Tensor(3.7636546e-06, shape=(), dtype=float32)"
8,"tf.Tensor(1.857726, shape=(), dtype=float32)","tf.Tensor(0.67051154, shape=(), dtype=float32)","tf.Tensor(3.701443e-06, shape=(), dtype=float32)"
9,"tf.Tensor(1.8935428, shape=(), dtype=float32)","tf.Tensor(2.2426424, shape=(), dtype=float32)","tf.Tensor(3.6258195e-06, shape=(), dtype=float32)"
9,"tf.Tensor(2.367055, shape=(), dtype=float32)","tf.Tensor(0.56657165, shape=(), dtype=float32)","tf.Tensor(3.561372e-06, shape=(), dtype=float32)"
9,"tf.Tensor(2.3255227, shape=(), dtype=float32)","tf.Tensor(1.7663926, shape=(), dtype=float32)","tf.Tensor(3.5192768e-06, shape=(), dtype=float32)"
10,"tf.Tensor(2.159359, shape=(), dtype=float32)","tf.Tensor(0.47479862, shape=(), dtype=float32)","tf.Tensor(3.4496138e-06, shape=(), dtype=float32)"
10,"tf.Tensor(1.7958797, shape=(), dtype=float32)","tf.Tensor(0.99484307, shape=(), dtype=float32)","tf.Tensor(3.3959698e-06, shape=(), dtype=float32)"
10,"tf.Tensor(1.8362962, shape=(), dtype=float32)","tf.Tensor(1.2610277, shape=(), dtype=float32)","tf.Tensor(3.3367376e-06, shape=(), dtype=float32)"
