11,"tf.Tensor(1.8218145, shape=(), dtype=float32)","tf.Tensor(0.73915213, shape=(), dtype=float32)","tf.Tensor(3.2786236e-06, shape=(), dtype=float32)"
11,"tf.Tensor(1.8989713, shape=(), dtype=float32)","tf.Tensor(1.2411484, shape=(), dtype=float32)","tf.Tensor(3.214176e-06, shape=(), dtype=float32)"
11,"tf.Tensor(1.8223972, shape=(), dtype=float32)","tf.Tensor(0.74967474, shape=(), dtype=float32)","tf.Tensor(3.1776683e-06, shape=(), dtype=float32)"
12,"tf.Tensor(1.7209377, shape=(), dtype=float32)","tf.Tensor(0.5023534, shape=(), dtype=float32)","tf.Tensor(3.115084e-06, shape=(), dtype=float32)"
12,"tf.Tensor(1.5364455, shape=(), dtype=float32)","tf.Tensor(1.9086444, shape=(), dtype=float32)","tf.Tensor(3.0606946e-06, shape=(), dtype=float32)"
12,"tf.Tensor(1.981345, shape=(), dtype=float32)","tf.Tensor(0.85956585, shape=(), dtype=float32)","tf.Tensor(3.0286571e-06, shape=(), dtype=float32)"
13,"tf.Tensor(1.748953, shape=(), dtype=float32)","tf.Tensor(0.80798405, shape=(), dtype=float32)","tf.Tensor(2.973523e-06, shape=(), dtype=float32)"
13,"tf.Tensor(1.8088315, shape=(), dtype=float32)","tf.Tensor(1.2216933, shape=(), dtype=float32)","tf.Tensor(2.9366429e-06, shape=(), dtype=float32)"
13,"tf.Tensor(1.8655577, shape=(), dtype=float32)","tf.Tensor(1.007501, shape=(), dtype=float32)","tf.Tensor(2.8870966e-06, shape=(), dtype=float32)"
14,"tf.Tensor(1.9575521, shape=(), dtype=float32)","tf.Tensor(0.7347435, shape=(), dtype=float32)","tf.Tensor(2.8420206e-06, shape=(), dtype=float32)"
14,"tf.Tensor(2.015345, shape=(), dtype=float32)","tf.Tensor(1.7282618, shape=(), dtype=float32)","tf.Tensor(2.8043953e-06, shape=(), dtype=float32)"
14,"tf.Tensor(1.8104947, shape=(), dtype=float32)","tf.Tensor(0.6297692, shape=(), dtype=float32)","tf.Tensor(2.7652798e-06, shape=(), dtype=float32)"
15,"tf.Tensor(1.8936663, shape=(), dtype=float32)","tf.Tensor(0.8629032, shape=(), dtype=float32)","tf.Tensor(2.721694e-06, shape=(), dtype=float32)"
15,"tf.Tensor(1.9810255, shape=(), dtype=float32)","tf.Tensor(1.0118467, shape=(), dtype=float32)","tf.Tensor(2.6874216e-06, shape=(), dtype=float32)"
15,"tf.Tensor(1.844768, shape=(), dtype=float32)","tf.Tensor(0.5052802, shape=(), dtype=float32)","tf.Tensor(2.6453258e-06, shape=(), dtype=float32)"
16,"tf.Tensor(2.1585186, shape=(), dtype=float32)","tf.Tensor(1.6484671, shape=(), dtype=float32)","tf.Tensor(2.6021125e-06, shape=(), dtype=float32)"
16,"tf.Tensor(1.9710524, shape=(), dtype=float32)","tf.Tensor(1.1743329, shape=(), dtype=float32)","tf.Tensor(2.5797608e-06, shape=(), dtype=float32)"
16,"tf.Tensor(1.6531172, shape=(), dtype=float32)","tf.Tensor(0.57163763, shape=(), dtype=float32)","tf.Tensor(2.5413904e-06, shape=(), dtype=float32)"
17,"tf.Tensor(1.7263031, shape=(), dtype=float32)","tf.Tensor(1.1879927, shape=(), dtype=float32)","tf.Tensor(2.5071176e-06, shape=(), dtype=float32)"
17,"tf.Tensor(2.0110898, shape=(), dtype=float32)","tf.Tensor(0.8461651, shape=(), dtype=float32)","tf.Tensor(2.4709823e-06, shape=(), dtype=float32)"
17,"tf.Tensor(1.9213818, shape=(), dtype=float32)","tf.Tensor(1.2103842, shape=(), dtype=float32)","tf.Tensor(2.4318672e-06, shape=(), dtype=float32)"
18,"tf.Tensor(1.8392982, shape=(), dtype=float32)","tf.Tensor(0.7201462, shape=(), dtype=float32)","tf.Tensor(2.416966e-06, shape=(), dtype=float32)"
18,"tf.Tensor(1.7595665, shape=(), dtype=float32)","tf.Tensor(0.94314057, shape=(), dtype=float32)","tf.Tensor(2.3793407e-06, shape=(), dtype=float32)"
18,"tf.Tensor(1.93669, shape=(), dtype=float32)","tf.Tensor(1.0194701, shape=(), dtype=float32)","tf.Tensor(2.3465582e-06, shape=(), dtype=float32)"
19,"tf.Tensor(1.7266133, shape=(), dtype=float32)","tf.Tensor(1.3567184, shape=(), dtype=float32)","tf.Tensor(2.3137757e-06, shape=(), dtype=float32)"
19,"tf.Tensor(1.8058889, shape=(), dtype=float32)","tf.Tensor(0.76899856, shape=(), dtype=float32)","tf.Tensor(2.2862084e-06, shape=(), dtype=float32)"
19,"tf.Tensor(1.8804303, shape=(), dtype=float32)","tf.Tensor(1.3037049, shape=(), dtype=float32)","tf.Tensor(2.2627391e-06, shape=(), dtype=float32)"
20,"tf.Tensor(2.0512896, shape=(), dtype=float32)","tf.Tensor(0.7370802, shape=(), dtype=float32)","tf.Tensor(2.2433676e-06, shape=(), dtype=float32)"
20,"tf.Tensor(1.5674502, shape=(), dtype=float32)","tf.Tensor(0.9972697, shape=(), dtype=float32)","tf.Tensor(2.198292e-06, shape=(), dtype=float32)"
20,"tf.Tensor(1.9172227, shape=(), dtype=float32)","tf.Tensor(1.2401938, shape=(), dtype=float32)","tf.Tensor(2.1718424e-06, shape=(), dtype=float32)"
21,"tf.Tensor(1.5965225, shape=(), dtype=float32)","tf.Tensor(0.51760733, shape=(), dtype=float32)","tf.Tensor(2.1535884e-06, shape=(), dtype=float32)"
21,"tf.Tensor(1.7451143, shape=(), dtype=float32)","tf.Tensor(1.4142557, shape=(), dtype=float32)","tf.Tensor(2.127139e-06, shape=(), dtype=float32)"
21,"tf.Tensor(2.031396, shape=(), dtype=float32)","tf.Tensor(0.6214772, shape=(), dtype=float32)","tf.Tensor(2.1141004e-06, shape=(), dtype=float32)"
22,"tf.Tensor(1.8884158, shape=(), dtype=float32)","tf.Tensor(1.007524, shape=(), dtype=float32)","tf.Tensor(2.077965e-06, shape=(), dtype=float32)"
22,"tf.Tensor(1.7992601, shape=(), dtype=float32)","tf.Tensor(0.7078575, shape=(), dtype=float32)","tf.Tensor(2.0448101e-06, shape=(), dtype=float32)"
22,"tf.Tensor(1.8943965, shape=(), dtype=float32)","tf.Tensor(0.83868754, shape=(), dtype=float32)","tf.Tensor(2.0232035e-06, shape=(), dtype=float32)"
23,"tf.Tensor(1.820739, shape=(), dtype=float32)","tf.Tensor(1.3540096, shape=(), dtype=float32)","tf.Tensor(2.0161256e-06, shape=(), dtype=float32)"
23,"tf.Tensor(2.0086484, shape=(), dtype=float32)","tf.Tensor(0.925675, shape=(), dtype=float32)","tf.Tensor(1.9915385e-06, shape=(), dtype=float32)"
23,"tf.Tensor(1.866929, shape=(), dtype=float32)","tf.Tensor(0.6855623, shape=(), dtype=float32)","tf.Tensor(1.9691868e-06, shape=(), dtype=float32)"
24,"tf.Tensor(1.8190131, shape=(), dtype=float32)","tf.Tensor(1.1398406, shape=(), dtype=float32)","tf.Tensor(1.9542856e-06, shape=(), dtype=float32)"
24,"tf.Tensor(1.837325, shape=(), dtype=float32)","tf.Tensor(0.8938973, shape=(), dtype=float32)","tf.Tensor(1.91368e-06, shape=(), dtype=float32)"
24,"tf.Tensor(1.9338782, shape=(), dtype=float32)","tf.Tensor(1.0831258, shape=(), dtype=float32)","tf.Tensor(1.8920733e-06, shape=(), dtype=float32)"
25,"tf.Tensor(2.026425, shape=(), dtype=float32)","tf.Tensor(1.3458502, shape=(), dtype=float32)","tf.Tensor(1.8674864e-06, shape=(), dtype=float32)"
25,"tf.Tensor(1.7436904, shape=(), dtype=float32)","tf.Tensor(0.9537291, shape=(), dtype=float32)","tf.Tensor(1.8618985e-06, shape=(), dtype=float32)"
25,"tf.Tensor(1.8946863, shape=(), dtype=float32)","tf.Tensor(0.98372376, shape=(), dtype=float32)","tf.Tensor(1.867114e-06, shape=(), dtype=float32)"
26,"tf.Tensor(1.7773302, shape=(), dtype=float32)","tf.Tensor(1.263892, shape=(), dtype=float32)","tf.Tensor(1.8369393e-06, shape=(), dtype=float32)"
26,"tf.Tensor(2.1044273, shape=(), dtype=float32)","tf.Tensor(0.7199891, shape=(), dtype=float32)","tf.Tensor(1.8093722e-06, shape=(), dtype=float32)"
26,"tf.Tensor(1.8560891, shape=(), dtype=float32)","tf.Tensor(1.1026651, shape=(), dtype=float32)","tf.Tensor(1.7743544e-06, shape=(), dtype=float32)"
27,"tf.Tensor(1.9291712, shape=(), dtype=float32)","tf.Tensor(1.0804936, shape=(), dtype=float32)","tf.Tensor(1.7549829e-06, shape=(), dtype=float32)"
27,"tf.Tensor(1.6945127, shape=(), dtype=float32)","tf.Tensor(1.0762203, shape=(), dtype=float32)","tf.Tensor(1.7341213e-06, shape=(), dtype=float32)"
27,"tf.Tensor(2.028211, shape=(), dtype=float32)","tf.Tensor(0.8778851, shape=(), dtype=float32)","tf.Tensor(1.724063e-06, shape=(), dtype=float32)"
28,"tf.Tensor(1.9769297, shape=(), dtype=float32)","tf.Tensor(0.965623, shape=(), dtype=float32)","tf.Tensor(1.7184751e-06, shape=(), dtype=float32)"
28,"tf.Tensor(1.8830932, shape=(), dtype=float32)","tf.Tensor(0.9476998, shape=(), dtype=float32)","tf.Tensor(1.7128873e-06, shape=(), dtype=float32)"
28,"tf.Tensor(1.8277831, shape=(), dtype=float32)","tf.Tensor(1.4332956, shape=(), dtype=float32)","tf.Tensor(1.6998489e-06, shape=(), dtype=float32)"
29,"tf.Tensor(1.8890039, shape=(), dtype=float32)","tf.Tensor(0.90097034, shape=(), dtype=float32)","tf.Tensor(1.6707916e-06, shape=(), dtype=float32)"
29,"tf.Tensor(1.593232, shape=(), dtype=float32)","tf.Tensor(0.9517818, shape=(), dtype=float32)","tf.Tensor(1.6454596e-06, shape=(), dtype=float32)"
29,"tf.Tensor(1.7478368, shape=(), dtype=float32)","tf.Tensor(0.9331043, shape=(), dtype=float32)","tf.Tensor(1.6152848e-06, shape=(), dtype=float32)"
30,"tf.Tensor(1.9919982, shape=(), dtype=float32)","tf.Tensor(1.1718609, shape=(), dtype=float32)","tf.Tensor(1.597776e-06, shape=(), dtype=float32)"
30,"tf.Tensor(1.7729697, shape=(), dtype=float32)","tf.Tensor(0.68976384, shape=(), dtype=float32)","tf.Tensor(1.592188e-06, shape=(), dtype=float32)"
30,"tf.Tensor(1.8287631, shape=(), dtype=float32)","tf.Tensor(1.1004363, shape=(), dtype=float32)","tf.Tensor(1.5866001e-06, shape=(), dtype=float32)"
31,"tf.Tensor(1.808006, shape=(), dtype=float32)","tf.Tensor(0.69426036, shape=(), dtype=float32)","tf.Tensor(1.5791495e-06, shape=(), dtype=float32)"
31,"tf.Tensor(1.8331664, shape=(), dtype=float32)","tf.Tensor(1.0868379, shape=(), dtype=float32)","tf.Tensor(1.5716989e-06, shape=(), dtype=float32)"
31,"tf.Tensor(1.7476492, shape=(), dtype=float32)","tf.Tensor(0.72112995, shape=(), dtype=float32)","tf.Tensor(1.5623857e-06, shape=(), dtype=float32)"
32,"tf.Tensor(1.987413, shape=(), dtype=float32)","tf.Tensor(1.2927425, shape=(), dtype=float32)","tf.Tensor(1.5486021e-06, shape=(), dtype=float32)"
32,"tf.Tensor(2.055324, shape=(), dtype=float32)","tf.Tensor(0.4939851, shape=(), dtype=float32)","tf.Tensor(1.5173097e-06, shape=(), dtype=float32)"
32,"tf.Tensor(2.225887, shape=(), dtype=float32)","tf.Tensor(1.4528432, shape=(), dtype=float32)","tf.Tensor(1.4819196e-06, shape=(), dtype=float32)"
33,"tf.Tensor(2.4927397, shape=(), dtype=float32)","tf.Tensor(0.51878756, shape=(), dtype=float32)","tf.Tensor(1.4696262e-06, shape=(), dtype=float32)"
33,"tf.Tensor(1.922962, shape=(), dtype=float32)","tf.Tensor(1.323479, shape=(), dtype=float32)","tf.Tensor(1.4565877e-06, shape=(), dtype=float32)"
33,"tf.Tensor(2.3272705, shape=(), dtype=float32)","tf.Tensor(0.65708315, shape=(), dtype=float32)","tf.Tensor(1.4398239e-06, shape=(), dtype=float32)"
34,"tf.Tensor(1.8682861, shape=(), dtype=float32)","tf.Tensor(0.69985354, shape=(), dtype=float32)","tf.Tensor(1.4416865e-06, shape=(), dtype=float32)"
34,"tf.Tensor(1.7605642, shape=(), dtype=float32)","tf.Tensor(1.1631683, shape=(), dtype=float32)","tf.Tensor(1.434236e-06, shape=(), dtype=float32)"
34,"tf.Tensor(1.8010439, shape=(), dtype=float32)","tf.Tensor(0.51665473, shape=(), dtype=float32)","tf.Tensor(1.4323733e-06, shape=(), dtype=float32)"
35,"tf.Tensor(1.8078647, shape=(), dtype=float32)","tf.Tensor(1.228506, shape=(), dtype=float32)","tf.Tensor(1.4249227e-06, shape=(), dtype=float32)"
35,"tf.Tensor(2.0899618, shape=(), dtype=float32)","tf.Tensor(0.80692554, shape=(), dtype=float32)","tf.Tensor(1.4211975e-06, shape=(), dtype=float32)"
35,"tf.Tensor(1.8568025, shape=(), dtype=float32)","tf.Tensor(0.836202, shape=(), dtype=float32)","tf.Tensor(1.4107666e-06, shape=(), dtype=float32)"
36,"tf.Tensor(2.0696807, shape=(), dtype=float32)","tf.Tensor(1.3908843, shape=(), dtype=float32)","tf.Tensor(1.377239e-06, shape=(), dtype=float32)"
36,"tf.Tensor(2.212041, shape=(), dtype=float32)","tf.Tensor(0.6500503, shape=(), dtype=float32)","tf.Tensor(1.364573e-06, shape=(), dtype=float32)"
36,"tf.Tensor(1.9902176, shape=(), dtype=float32)","tf.Tensor(0.7477808, shape=(), dtype=float32)","tf.Tensor(1.3489268e-06, shape=(), dtype=float32)"
37,"tf.Tensor(1.8319056, shape=(), dtype=float32)","tf.Tensor(1.6722063, shape=(), dtype=float32)","tf.Tensor(1.3228498e-06, shape=(), dtype=float32)"
37,"tf.Tensor(1.8911066, shape=(), dtype=float32)","tf.Tensor(0.84701866, shape=(), dtype=float32)","tf.Tensor(1.3135366e-06, shape=(), dtype=float32)"
37,"tf.Tensor(1.9719636, shape=(), dtype=float32)","tf.Tensor(1.2413738, shape=(), dtype=float32)","tf.Tensor(1.2986354e-06, shape=(), dtype=float32)"
38,"tf.Tensor(1.8016433, shape=(), dtype=float32)","tf.Tensor(0.9553772, shape=(), dtype=float32)","tf.Tensor(1.2986354e-06, shape=(), dtype=float32)"
38,"tf.Tensor(1.8165623, shape=(), dtype=float32)","tf.Tensor(1.0140651, shape=(), dtype=float32)","tf.Tensor(1.2911848e-06, shape=(), dtype=float32)"
38,"tf.Tensor(1.7935055, shape=(), dtype=float32)","tf.Tensor(0.8083463, shape=(), dtype=float32)","tf.Tensor(1.2911848e-06, shape=(), dtype=float32)"
39,"tf.Tensor(1.894339, shape=(), dtype=float32)","tf.Tensor(1.0495805, shape=(), dtype=float32)","tf.Tensor(1.2893222e-06, shape=(), dtype=float32)"
39,"tf.Tensor(1.951681, shape=(), dtype=float32)","tf.Tensor(1.3306055, shape=(), dtype=float32)","tf.Tensor(1.2911848e-06, shape=(), dtype=float32)"
39,"tf.Tensor(1.7899756, shape=(), dtype=float32)","tf.Tensor(0.65948534, shape=(), dtype=float32)","tf.Tensor(1.285597e-06, shape=(), dtype=float32)"
40,"tf.Tensor(1.8180983, shape=(), dtype=float32)","tf.Tensor(1.2526354, shape=(), dtype=float32)","tf.Tensor(1.2736762e-06, shape=(), dtype=float32)"
40,"tf.Tensor(1.8254391, shape=(), dtype=float32)","tf.Tensor(0.9792208, shape=(), dtype=float32)","tf.Tensor(1.2695784e-06, shape=(), dtype=float32)"
40,"tf.Tensor(1.8442562, shape=(), dtype=float32)","tf.Tensor(0.67170054, shape=(), dtype=float32)","tf.Tensor(1.2360508e-06, shape=(), dtype=float32)"
41,"tf.Tensor(2.1551168, shape=(), dtype=float32)","tf.Tensor(0.7598972, shape=(), dtype=float32)","tf.Tensor(1.2125814e-06, shape=(), dtype=float32)"
41,"tf.Tensor(1.9865746, shape=(), dtype=float32)","tf.Tensor(1.0316591, shape=(), dtype=float32)","tf.Tensor(1.1969353e-06, shape=(), dtype=float32)"
41,"tf.Tensor(1.6481473, shape=(), dtype=float32)","tf.Tensor(0.8972725, shape=(), dtype=float32)","tf.Tensor(1.1797989e-06, shape=(), dtype=float32)"
42,"tf.Tensor(1.969862, shape=(), dtype=float32)","tf.Tensor(1.2483541, shape=(), dtype=float32)","tf.Tensor(1.1723483e-06, shape=(), dtype=float32)"
42,"tf.Tensor(2.101453, shape=(), dtype=float32)","tf.Tensor(0.7161344, shape=(), dtype=float32)","tf.Tensor(1.1593098e-06, shape=(), dtype=float32)"
42,"tf.Tensor(1.8920051, shape=(), dtype=float32)","tf.Tensor(1.1456239, shape=(), dtype=float32)","tf.Tensor(1.1593098e-06, shape=(), dtype=float32)"
43,"tf.Tensor(2.14534, shape=(), dtype=float32)","tf.Tensor(0.82564425, shape=(), dtype=float32)","tf.Tensor(1.1518592e-06, shape=(), dtype=float32)"
43,"tf.Tensor(2.1857538, shape=(), dtype=float32)","tf.Tensor(0.79208857, shape=(), dtype=float32)","tf.Tensor(1.1518592e-06, shape=(), dtype=float32)"
43,"tf.Tensor(1.9369854, shape=(), dtype=float32)","tf.Tensor(0.95644766, shape=(), dtype=float32)","tf.Tensor(1.148134e-06, shape=(), dtype=float32)"
44,"tf.Tensor(1.8212428, shape=(), dtype=float32)","tf.Tensor(0.77096987, shape=(), dtype=float32)","tf.Tensor(1.1518592e-06, shape=(), dtype=float32)"
44,"tf.Tensor(1.797248, shape=(), dtype=float32)","tf.Tensor(1.2011847, shape=(), dtype=float32)","tf.Tensor(1.1462713e-06, shape=(), dtype=float32)"
44,"tf.Tensor(1.6877728, shape=(), dtype=float32)","tf.Tensor(0.8340652, shape=(), dtype=float32)","tf.Tensor(1.1444087e-06, shape=(), dtype=float32)"
45,"tf.Tensor(1.9077216, shape=(), dtype=float32)","tf.Tensor(1.1362354, shape=(), dtype=float32)","tf.Tensor(1.142546e-06, shape=(), dtype=float32)"
45,"tf.Tensor(1.6689031, shape=(), dtype=float32)","tf.Tensor(0.9522105, shape=(), dtype=float32)","tf.Tensor(1.1384482e-06, shape=(), dtype=float32)"
45,"tf.Tensor(1.9235275, shape=(), dtype=float32)","tf.Tensor(0.6489565, shape=(), dtype=float32)","tf.Tensor(1.1321151e-06, shape=(), dtype=float32)"
46,"tf.Tensor(1.983892, shape=(), dtype=float32)","tf.Tensor(0.95941985, shape=(), dtype=float32)","tf.Tensor(1.1056657e-06, shape=(), dtype=float32)"
46,"tf.Tensor(1.9169033, shape=(), dtype=float32)","tf.Tensor(0.89602906, shape=(), dtype=float32)","tf.Tensor(1.0933721e-06, shape=(), dtype=float32)"
46,"tf.Tensor(1.7166178, shape=(), dtype=float32)","tf.Tensor(0.8646259, shape=(), dtype=float32)","tf.Tensor(1.0643149e-06, shape=(), dtype=float32)"
47,"tf.Tensor(1.767889, shape=(), dtype=float32)","tf.Tensor(1.1484946, shape=(), dtype=float32)","tf.Tensor(1.0486688e-06, shape=(), dtype=float32)"
47,"tf.Tensor(1.7396551, shape=(), dtype=float32)","tf.Tensor(1.0306867, shape=(), dtype=float32)","tf.Tensor(1.0460611e-06, shape=(), dtype=float32)"
47,"tf.Tensor(2.2155306, shape=(), dtype=float32)","tf.Tensor(0.6567249, shape=(), dtype=float32)","tf.Tensor(1.0274347e-06, shape=(), dtype=float32)"
48,"tf.Tensor(1.9882629, shape=(), dtype=float32)","tf.Tensor(1.3354429, shape=(), dtype=float32)","tf.Tensor(1.0237094e-06, shape=(), dtype=float32)"
48,"tf.Tensor(1.9835775, shape=(), dtype=float32)","tf.Tensor(0.69971234, shape=(), dtype=float32)","tf.Tensor(1.0162588e-06, shape=(), dtype=float32)"
48,"tf.Tensor(1.8073213, shape=(), dtype=float32)","tf.Tensor(1.1115354, shape=(), dtype=float32)","tf.Tensor(1.0143962e-06, shape=(), dtype=float32)"
49,"tf.Tensor(1.8535455, shape=(), dtype=float32)","tf.Tensor(0.8614327, shape=(), dtype=float32)","tf.Tensor(1.0088082e-06, shape=(), dtype=float32)"
49,"tf.Tensor(1.8326911, shape=(), dtype=float32)","tf.Tensor(1.0497421, shape=(), dtype=float32)","tf.Tensor(1.0106709e-06, shape=(), dtype=float32)"
49,"tf.Tensor(1.844785, shape=(), dtype=float32)","tf.Tensor(0.49424726, shape=(), dtype=float32)","tf.Tensor(1.0050829e-06, shape=(), dtype=float32)"
50,"tf.Tensor(1.8832252, shape=(), dtype=float32)","tf.Tensor(1.2422124, shape=(), dtype=float32)","tf.Tensor(1.0069456e-06, shape=(), dtype=float32)"
50,"tf.Tensor(1.880568, shape=(), dtype=float32)","tf.Tensor(1.0138102, shape=(), dtype=float32)","tf.Tensor(1.0069456e-06, shape=(), dtype=float32)"
50,"tf.Tensor(1.7395211, shape=(), dtype=float32)","tf.Tensor(0.8924673, shape=(), dtype=float32)","tf.Tensor(1.0032203e-06, shape=(), dtype=float32)"
51,"tf.Tensor(1.7446077, shape=(), dtype=float32)","tf.Tensor(0.69882876, shape=(), dtype=float32)","tf.Tensor(1.0032203e-06, shape=(), dtype=float32)"
51,"tf.Tensor(1.9036694, shape=(), dtype=float32)","tf.Tensor(0.9205042, shape=(), dtype=float32)","tf.Tensor(1.0032203e-06, shape=(), dtype=float32)"
51,"tf.Tensor(1.9300954, shape=(), dtype=float32)","tf.Tensor(1.1572691, shape=(), dtype=float32)","tf.Tensor(1.0032203e-06, shape=(), dtype=float32)"
52,"tf.Tensor(1.6220263, shape=(), dtype=float32)","tf.Tensor(0.79278237, shape=(), dtype=float32)","tf.Tensor(1.0050829e-06, shape=(), dtype=float32)"
52,"tf.Tensor(1.8523514, shape=(), dtype=float32)","tf.Tensor(0.9122696, shape=(), dtype=float32)","tf.Tensor(9.939071e-07, shape=(), dtype=float32)"
52,"tf.Tensor(1.9436276, shape=(), dtype=float32)","tf.Tensor(0.52817327, shape=(), dtype=float32)","tf.Tensor(9.816135e-07, shape=(), dtype=float32)"
53,"tf.Tensor(2.2119498, shape=(), dtype=float32)","tf.Tensor(1.3417596, shape=(), dtype=float32)","tf.Tensor(9.730454e-07, shape=(), dtype=float32)"
