epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,16.8503,4.65411,0.01797,0.06209,4.63281,3.10609e-05,3.10609e-05,3.10609e-05
