epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.92921,1.43224,0.37813,1,1.30029,8.75e-05,8.75e-05,8.75e-05
2,2.77256,1.24879,0.55313,1,1.06396,0.000185644,0.000185644,0.000185644
3,3.72294,0.98258,0.65938,1,0.79321,0.000281807,0.000281807,0.000281807
4,4.61791,0.74836,0.74687,1,0.62354,0.000375991,0.000375991,0.000375991
5,5.54326,0.59962,0.78125,1,0.59912,0.000468195,0.000468195,0.000468195
6,6.40619,0.47508,0.8,1,0.5769,0.000558419,0.000558419,0.000558419
7,7.291,0.36886,0.80937,1,0.54712,0.000646662,0.000646662,0.000646662
8,8.23762,0.33123,0.83125,1,0.48059,0.000732926,0.000732926,0.000732926
9,9.20178,0.2604,0.84062,1,0.53613,0.00081721,0.00081721,0.00081721
10,10.2201,0.24938,0.82812,1,0.48816,0.000899514,0.000899514,0.000899514
11,11.4057,0.20199,0.85,1,0.46216,0.000979838,0.000979838,0.000979838
12,12.3781,0.19875,0.85,1,0.50635,0.00105818,0.00105818,0.00105818
13,13.2503,0.1873,0.825,1,0.49719,0.0011015,0.0011015,0.0011015
14,14.2723,0.14877,0.8,1,0.71533,0.00108913,0.00108913,0.00108913
15,15.2429,0.17001,0.79062,1,0.57422,0.00107675,0.00107675,0.00107675
16,16.152,0.1359,0.83438,1,0.49036,0.00106437,0.00106437,0.00106437
17,17.3487,0.11849,0.81563,1,0.45105,0.001052,0.001052,0.001052
18,18.1869,0.14562,0.84688,1,0.57556,0.00103962,0.00103962,0.00103962
19,19.1303,0.15877,0.81563,1,0.67798,0.00102725,0.00102725,0.00102725
20,20.0256,0.11681,0.8125,1,0.70532,0.00101488,0.00101488,0.00101488
21,20.9154,0.13894,0.81875,1,0.56787,0.0010025,0.0010025,0.0010025
22,21.9256,0.11224,0.80937,1,0.66089,0.000990125,0.000990125,0.000990125
23,22.9232,0.10287,0.825,1,0.56738,0.00097775,0.00097775,0.00097775
24,23.8905,0.10497,0.81875,1,0.60303,0.000965375,0.000965375,0.000965375
25,24.7551,0.08868,0.80625,1,0.505,0.000953,0.000953,0.000953
26,25.683,0.10864,0.81563,1,0.75806,0.000940625,0.000940625,0.000940625
27,26.8716,0.08275,0.8125,1,0.54138,0.00092825,0.00092825,0.00092825
28,27.8468,0.07353,0.81563,1,0.45837,0.000915875,0.000915875,0.000915875
29,28.7361,0.07755,0.84062,1,0.41498,0.0009035,0.0009035,0.0009035
30,29.98,0.07612,0.8375,1,0.59692,0.000891125,0.000891125,0.000891125
31,30.9096,0.07514,0.81875,1,0.62109,0.00087875,0.00087875,0.00087875
32,31.9057,0.08651,0.8375,1,0.65479,0.000866375,0.000866375,0.000866375
33,32.8761,0.09606,0.84062,1,0.54456,0.000854,0.000854,0.000854
34,33.9602,0.07774,0.83438,1,0.46375,0.000841625,0.000841625,0.000841625
35,34.9899,0.08556,0.84062,1,0.57104,0.00082925,0.00082925,0.00082925
36,35.9757,0.06994,0.8625,1,0.55835,0.000816875,0.000816875,0.000816875
37,36.9054,0.05675,0.85312,1,0.51501,0.0008045,0.0008045,0.0008045
38,37.9534,0.05535,0.85312,1,0.60254,0.000792125,0.000792125,0.000792125
39,38.806,0.07294,0.83125,1,0.66382,0.00077975,0.00077975,0.00077975
40,39.7142,0.07126,0.82812,1,0.58252,0.000767375,0.000767375,0.000767375
