epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.84665,1.44996,0.30625,1,1.39502,8.75e-05,8.75e-05,8.75e-05
2,2.68829,1.25526,0.57187,1,1.07959,0.000185644,0.000185644,0.000185644
3,3.56453,0.98149,0.69687,1,0.77051,0.000281807,0.000281807,0.000281807
4,4.42612,0.74361,0.75937,1,0.75366,0.000375991,0.000375991,0.000375991
5,5.51542,0.55708,0.7875,1,0.55615,0.000468195,0.000468195,0.000468195
6,6.61969,0.44444,0.825,1,0.57739,0.000558419,0.000558419,0.000558419
7,7.62439,0.35397,0.82187,1,0.52759,0.000646662,0.000646662,0.000646662
8,8.60059,0.32511,0.82187,1,0.52661,0.000732926,0.000732926,0.000732926
9,9.6142,0.272,0.80313,1,0.46069,0.00081721,0.00081721,0.00081721
10,10.6734,0.22473,0.82187,1,0.54309,0.000899514,0.000899514,0.000899514
11,11.5305,0.19621,0.81875,1,0.47913,0.000979838,0.000979838,0.000979838
12,12.5321,0.17384,0.80937,1,0.56714,0.00105818,0.00105818,0.00105818
13,13.6934,0.16893,0.81875,1,0.55078,0.0011015,0.0011015,0.0011015
14,14.6109,0.1695,0.7875,1,0.79932,0.00108913,0.00108913,0.00108913
15,15.5642,0.15086,0.7875,1,0.76172,0.00107675,0.00107675,0.00107675
16,16.5715,0.14672,0.79375,1,0.58496,0.00106437,0.00106437,0.00106437
17,17.5607,0.09665,0.80313,1,0.58105,0.001052,0.001052,0.001052
18,18.6737,0.11035,0.84375,1,0.56201,0.00103962,0.00103962,0.00103962
19,19.6493,0.11205,0.825,1,0.54443,0.00102725,0.00102725,0.00102725
20,20.5833,0.12488,0.83125,1,0.43762,0.00101488,0.00101488,0.00101488
21,21.7077,0.09783,0.8625,1,0.48767,0.0010025,0.0010025,0.0010025
22,22.7041,0.07768,0.85625,1,0.38324,0.000990125,0.000990125,0.000990125
23,23.7694,0.08275,0.8375,1,0.5708,0.00097775,0.00097775,0.00097775
24,24.6325,0.07755,0.8375,1,0.57495,0.000965375,0.000965375,0.000965375
25,25.658,0.08679,0.82187,1,0.57849,0.000953,0.000953,0.000953
26,26.4913,0.08331,0.80313,1,0.65747,0.000940625,0.000940625,0.000940625
27,27.6488,0.08578,0.83125,1,0.58044,0.00092825,0.00092825,0.00092825
28,28.659,0.07184,0.85312,1,0.58252,0.000915875,0.000915875,0.000915875
29,29.6125,0.06423,0.83125,1,0.79297,0.0009035,0.0009035,0.0009035
30,30.7318,0.08793,0.83438,1,0.56384,0.000891125,0.000891125,0.000891125
31,31.7301,0.06771,0.84688,1,0.57666,0.00087875,0.00087875,0.00087875
32,32.7154,0.10784,0.85625,1,0.51013,0.000866375,0.000866375,0.000866375
33,33.8831,0.092,0.84688,1,0.54468,0.000854,0.000854,0.000854
34,34.8609,0.08637,0.83438,1,0.67041,0.000841625,0.000841625,0.000841625
35,35.9511,0.08382,0.83438,1,0.57129,0.00082925,0.00082925,0.00082925
36,37.0756,0.08457,0.83125,1,0.78906,0.000816875,0.000816875,0.000816875
37,37.9503,0.06841,0.82812,1,0.58264,0.0008045,0.0008045,0.0008045
38,39.0482,0.07536,0.82187,1,0.56982,0.000792125,0.000792125,0.000792125
39,39.9372,0.06295,0.8375,1,0.60498,0.00077975,0.00077975,0.00077975
40,40.7152,0.08711,0.84688,1,0.6416,0.000767375,0.000767375,0.000767375
41,41.7129,0.06239,0.85312,1,0.5813,0.000755,0.000755,0.000755
42,42.6629,0.08328,0.85625,1,0.48218,0.000742625,0.000742625,0.000742625
43,43.6941,0.0656,0.84688,1,0.72119,0.00073025,0.00073025,0.00073025
44,44.6801,0.06899,0.84688,1,0.70654,0.000717875,0.000717875,0.000717875
45,45.7458,0.03926,0.85,1,0.71729,0.0007055,0.0007055,0.0007055
46,46.5752,0.0609,0.85,1,0.68848,0.000693125,0.000693125,0.000693125
47,47.4535,0.05186,0.83125,1,0.68555,0.00068075,0.00068075,0.00068075
48,48.4858,0.06244,0.83438,1,0.67212,0.000668375,0.000668375,0.000668375
49,49.6281,0.0703,0.83438,1,0.75732,0.000656,0.000656,0.000656
50,50.7037,0.04738,0.81875,1,0.75537,0.000643625,0.000643625,0.000643625
51,51.8047,0.05929,0.825,1,0.67017,0.00063125,0.00063125,0.00063125
52,52.896,0.04346,0.83125,1,0.84814,0.000618875,0.000618875,0.000618875
53,53.9962,0.0424,0.85938,1,0.70605,0.0006065,0.0006065,0.0006065
54,55.1645,0.04279,0.84688,1,0.56543,0.000594125,0.000594125,0.000594125
55,56.1726,0.03798,0.84688,1,0.64233,0.00058175,0.00058175,0.00058175
56,57.3901,0.0432,0.85312,1,0.87671,0.000569375,0.000569375,0.000569375
57,58.4689,0.04708,0.85625,1,0.61243,0.000557,0.000557,0.000557
58,59.4393,0.0454,0.8375,1,0.66748,0.000544625,0.000544625,0.000544625
59,60.7809,0.03756,0.84062,1,0.75513,0.00053225,0.00053225,0.00053225
60,61.6145,0.04265,0.84375,1,0.67773,0.000519875,0.000519875,0.000519875
61,62.6676,0.04783,0.84375,1,0.62451,0.0005075,0.0005075,0.0005075
62,63.6909,0.03366,0.84375,1,0.62939,0.000495125,0.000495125,0.000495125
63,64.7782,0.03465,0.84375,1,0.81787,0.00048275,0.00048275,0.00048275
64,65.8199,0.03237,0.84688,1,0.62256,0.000470375,0.000470375,0.000470375
65,66.8759,0.04121,0.84688,1,0.61987,0.000458,0.000458,0.000458
66,67.8312,0.02816,0.84688,1,0.62085,0.000445625,0.000445625,0.000445625
67,69.078,0.0392,0.85625,1,0.82349,0.00043325,0.00043325,0.00043325
68,70.1426,0.02677,0.83438,1,0.91846,0.000420875,0.000420875,0.000420875
69,71.506,0.02461,0.8375,1,0.77197,0.0004085,0.0004085,0.0004085
70,72.4499,0.02238,0.8375,1,0.70581,0.000396125,0.000396125,0.000396125
71,73.3414,0.03901,0.84375,1,0.62695,0.00038375,0.00038375,0.00038375
72,74.5333,0.0344,0.84062,1,0.62769,0.000371375,0.000371375,0.000371375
73,75.6198,0.02574,0.85,1,0.64307,0.000359,0.000359,0.000359
74,76.8414,0.02503,0.8625,1,0.77222,0.000346625,0.000346625,0.000346625
75,77.8292,0.02184,0.85938,1,0.78247,0.00033425,0.00033425,0.00033425
76,78.9757,0.02601,0.85625,1,0.71265,0.000321875,0.000321875,0.000321875
77,79.9126,0.02839,0.85625,1,0.60583,0.0003095,0.0003095,0.0003095
78,81.1363,0.02503,0.85938,1,0.67017,0.000297125,0.000297125,0.000297125
