epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.33586,1.38519,0.4125,1,1.26416,8.75e-05,8.75e-05,8.75e-05
2,3.10524,1.23476,0.59688,1,1.00342,0.000185644,0.000185644,0.000185644
3,3.84671,0.96698,0.6875,1,0.78906,0.000281807,0.000281807,0.000281807
4,4.83018,0.71728,0.71875,1,0.73364,0.000375991,0.000375991,0.000375991
5,6.11196,0.5291,0.75,1,0.65015,0.000468195,0.000468195,0.000468195
6,7.31798,0.45022,0.77812,1,0.5603,0.000558419,0.000558419,0.000558419
7,8.47634,0.34948,0.7875,1,0.6189,0.000646662,0.000646662,0.000646662
8,9.34654,0.2929,0.80937,1,0.56738,0.000732926,0.000732926,0.000732926
9,10.2296,0.23526,0.825,1,0.54224,0.00081721,0.00081721,0.00081721
10,11.1145,0.20766,0.80625,1,0.573,0.000899514,0.000899514,0.000899514
11,12.0892,0.20725,0.8125,1,0.56836,0.000979838,0.000979838,0.000979838
12,13.0195,0.1979,0.8,1,0.5675,0.00105818,0.00105818,0.00105818
13,14.1839,0.17869,0.79062,1,0.58057,0.0011015,0.0011015,0.0011015
14,15.2897,0.15446,0.78438,1,0.56665,0.00108913,0.00108913,0.00108913
15,16.3795,0.15462,0.80625,1,0.55237,0.00107675,0.00107675,0.00107675
16,17.339,0.13171,0.8,1,0.58032,0.00106437,0.00106437,0.00106437
17,18.2594,0.11212,0.81875,1,0.60034,0.001052,0.001052,0.001052
18,19.2019,0.14954,0.79062,1,0.64062,0.00103962,0.00103962,0.00103962
19,20.0778,0.13057,0.77188,1,0.68921,0.00102725,0.00102725,0.00102725
20,20.9795,0.13005,0.81563,1,0.63159,0.00101488,0.00101488,0.00101488
21,22.0466,0.10531,0.825,1,0.60864,0.0010025,0.0010025,0.0010025
22,22.9649,0.12481,0.79688,1,0.70728,0.000990125,0.000990125,0.000990125
23,24.0091,0.10247,0.81875,1,0.58911,0.00097775,0.00097775,0.00097775
24,24.9914,0.09896,0.81563,1,0.62378,0.000965375,0.000965375,0.000965375
25,25.9344,0.0894,0.82812,1,0.76562,0.000953,0.000953,0.000953
26,26.8891,0.08234,0.81563,1,0.62769,0.000940625,0.000940625,0.000940625
27,27.8098,0.08497,0.825,1,0.57178,0.00092825,0.00092825,0.00092825
28,28.9501,0.09185,0.8375,1,0.56873,0.000915875,0.000915875,0.000915875
29,29.9875,0.09922,0.79062,1,0.82153,0.0009035,0.0009035,0.0009035
30,31.048,0.07926,0.79062,1,0.79199,0.000891125,0.000891125,0.000891125
31,32.1413,0.09491,0.83125,1,0.65405,0.00087875,0.00087875,0.00087875
32,33.084,0.06544,0.83125,1,0.68237,0.000866375,0.000866375,0.000866375
33,34.0744,0.06484,0.7875,1,0.74683,0.000854,0.000854,0.000854
34,34.9769,0.07207,0.81875,1,0.5802,0.000841625,0.000841625,0.000841625
35,35.903,0.05619,0.81875,1,0.68262,0.00082925,0.00082925,0.00082925
36,36.8688,0.06227,0.8125,1,0.69116,0.000816875,0.000816875,0.000816875
37,37.7738,0.05293,0.82812,1,0.67212,0.0008045,0.0008045,0.0008045
38,38.783,0.05525,0.83438,1,0.66846,0.000792125,0.000792125,0.000792125
39,39.6147,0.05873,0.84688,1,0.54565,0.00077975,0.00077975,0.00077975
40,40.722,0.05612,0.84062,1,0.66455,0.000767375,0.000767375,0.000767375
41,41.6785,0.0507,0.84062,1,0.45544,0.000755,0.000755,0.000755
42,42.7111,0.04102,0.82187,1,0.60327,0.000742625,0.000742625,0.000742625
43,43.6603,0.06074,0.8375,1,0.70996,0.00073025,0.00073025,0.00073025
44,44.5824,0.05186,0.8375,1,0.81055,0.000717875,0.000717875,0.000717875
45,45.6395,0.0619,0.825,1,0.61133,0.0007055,0.0007055,0.0007055
46,46.6311,0.04051,0.8375,1,0.7832,0.000693125,0.000693125,0.000693125
47,47.4286,0.06617,0.84688,1,0.52649,0.00068075,0.00068075,0.00068075
48,48.4383,0.05733,0.83438,1,0.65063,0.000668375,0.000668375,0.000668375
49,49.616,0.07044,0.82187,1,0.65063,0.000656,0.000656,0.000656
50,50.6922,0.05197,0.82812,1,0.77856,0.000643625,0.000643625,0.000643625
51,51.7917,0.04481,0.825,1,0.70703,0.00063125,0.00063125,0.00063125
52,52.7372,0.0516,0.8125,1,0.64819,0.000618875,0.000618875,0.000618875
53,53.583,0.04827,0.80625,1,0.72217,0.0006065,0.0006065,0.0006065
54,54.5263,0.07031,0.8125,1,0.56567,0.000594125,0.000594125,0.000594125
55,55.4528,0.05637,0.84062,1,0.82104,0.00058175,0.00058175,0.00058175
56,56.5898,0.05295,0.84062,1,0.70923,0.000569375,0.000569375,0.000569375
57,57.5377,0.03915,0.825,1,0.72803,0.000557,0.000557,0.000557
58,58.5557,0.03862,0.825,1,0.77026,0.000544625,0.000544625,0.000544625
59,59.5866,0.04783,0.80625,1,0.85181,0.00053225,0.00053225,0.00053225
60,60.501,0.0415,0.81563,1,0.7876,0.000519875,0.000519875,0.000519875
61,61.4123,0.03083,0.80937,1,0.77441,0.0005075,0.0005075,0.0005075
