epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,2.07949,1.44055,0.30937,1,1.41992,8.75e-05,8.75e-05,8.75e-05
2,2.75944,1.28217,0.5375,1,1.17676,0.000185644,0.000185644,0.000185644
3,3.75578,1.01547,0.6375,1,0.90063,0.000281807,0.000281807,0.000281807
4,4.81517,0.74659,0.6875,1,0.72241,0.000375991,0.000375991,0.000375991
5,5.74467,0.56612,0.72812,1,0.62988,0.000468195,0.000468195,0.000468195
6,6.51467,0.46867,0.75937,1,0.77271,0.000558419,0.000558419,0.000558419
7,7.40941,0.37958,0.80313,1,0.60938,0.000646662,0.000646662,0.000646662
8,8.65992,0.31076,0.80313,1,0.58984,0.000732926,0.000732926,0.000732926
9,9.63178,0.26358,0.80937,1,0.48535,0.00081721,0.00081721,0.00081721
10,10.6027,0.20117,0.80937,1,0.48804,0.000899514,0.000899514,0.000899514
11,11.5466,0.23218,0.80937,1,0.53735,0.000979838,0.000979838,0.000979838
12,12.3404,0.19871,0.7875,1,0.51147,0.00105818,0.00105818,0.00105818
13,13.3191,0.19568,0.76875,1,0.62695,0.0011015,0.0011015,0.0011015
14,14.4237,0.12772,0.80937,1,0.65771,0.00108913,0.00108913,0.00108913
15,15.3806,0.12333,0.79375,1,0.64551,0.00107675,0.00107675,0.00107675
16,16.3679,0.14998,0.77188,1,0.60938,0.00106437,0.00106437,0.00106437
17,17.271,0.08723,0.75937,1,0.82056,0.001052,0.001052,0.001052
18,18.2074,0.11418,0.80625,1,0.70532,0.00103962,0.00103962,0.00103962
19,19.1911,0.1082,0.80937,1,0.59265,0.00102725,0.00102725,0.00102725
20,20.182,0.10459,0.81563,1,0.58984,0.00101488,0.00101488,0.00101488
21,20.9933,0.09426,0.82812,1,0.63843,0.0010025,0.0010025,0.0010025
22,21.9946,0.11953,0.80625,1,0.64624,0.000990125,0.000990125,0.000990125
23,22.8761,0.09764,0.79062,1,0.78809,0.00097775,0.00097775,0.00097775
24,24.0129,0.09519,0.80625,1,0.66895,0.000965375,0.000965375,0.000965375
25,25.164,0.09356,0.8125,1,0.53882,0.000953,0.000953,0.000953
26,26.0825,0.08728,0.8125,1,0.57373,0.000940625,0.000940625,0.000940625
27,27.1796,0.10162,0.77812,1,0.84058,0.00092825,0.00092825,0.00092825
28,28.0422,0.08898,0.75937,1,0.92017,0.000915875,0.000915875,0.000915875
29,29.0965,0.07413,0.775,1,0.84668,0.0009035,0.0009035,0.0009035
30,30.0117,0.07241,0.775,1,0.78687,0.000891125,0.000891125,0.000891125
31,31,0.08622,0.79062,1,0.79102,0.00087875,0.00087875,0.00087875
32,31.9103,0.06096,0.79062,1,0.84302,0.000866375,0.000866375,0.000866375
33,32.8504,0.06665,0.8,1,0.82715,0.000854,0.000854,0.000854
34,33.7795,0.06833,0.77812,1,0.95435,0.000841625,0.000841625,0.000841625
35,34.7972,0.05338,0.75313,1,0.87134,0.00082925,0.00082925,0.00082925
36,35.8721,0.05153,0.775,1,0.91211,0.000816875,0.000816875,0.000816875
37,36.7542,0.04844,0.78438,1,0.65332,0.0008045,0.0008045,0.0008045
38,37.5934,0.05544,0.78438,1,0.68604,0.000792125,0.000792125,0.000792125
39,38.7301,0.04515,0.80625,1,0.72998,0.00077975,0.00077975,0.00077975
40,39.6339,0.05888,0.7875,1,0.75317,0.000767375,0.000767375,0.000767375
41,40.5498,0.0478,0.79062,1,0.93213,0.000755,0.000755,0.000755
42,41.3983,0.04934,0.8,1,0.80396,0.000742625,0.000742625,0.000742625
43,42.364,0.04903,0.80937,1,0.74341,0.00073025,0.00073025,0.00073025
44,43.2036,0.07354,0.79375,1,0.74097,0.000717875,0.000717875,0.000717875
45,44.1138,0.06293,0.78438,1,0.93164,0.0007055,0.0007055,0.0007055
46,45.0477,0.05771,0.775,1,0.86792,0.000693125,0.000693125,0.000693125
47,46.213,0.04633,0.76875,1,0.87109,0.00068075,0.00068075,0.00068075
48,47.1066,0.05917,0.76875,1,0.65967,0.000668375,0.000668375,0.000668375
49,47.9849,0.05446,0.78438,1,0.72168,0.000656,0.000656,0.000656
50,48.9125,0.05977,0.8125,1,0.67163,0.000643625,0.000643625,0.000643625
51,49.8789,0.05631,0.81563,1,0.72852,0.00063125,0.00063125,0.00063125
52,50.9134,0.04684,0.80625,1,0.77075,0.000618875,0.000618875,0.000618875
53,51.8672,0.04524,0.79062,1,0.6748,0.0006065,0.0006065,0.0006065
54,52.8713,0.04305,0.8125,1,0.70337,0.000594125,0.000594125,0.000594125
55,53.7536,0.0603,0.79375,1,0.72778,0.00058175,0.00058175,0.00058175
56,54.7948,0.04447,0.79375,1,0.91382,0.000569375,0.000569375,0.000569375
57,55.6757,0.05696,0.78438,1,0.83228,0.000557,0.000557,0.000557
58,56.7112,0.05328,0.7875,1,0.79834,0.000544625,0.000544625,0.000544625
59,57.6035,0.0434,0.79688,1,0.82764,0.00053225,0.00053225,0.00053225
60,58.5773,0.04217,0.7875,1,0.85889,0.000519875,0.000519875,0.000519875
61,59.5227,0.04525,0.7875,1,0.87378,0.0005075,0.0005075,0.0005075
62,60.5329,0.0279,0.7875,1,0.77515,0.000495125,0.000495125,0.000495125
63,61.5633,0.03482,0.78125,1,0.88599,0.00048275,0.00048275,0.00048275
64,62.447,0.04262,0.79062,1,0.89087,0.000470375,0.000470375,0.000470375
65,63.3101,0.04035,0.79062,1,0.94604,0.000458,0.000458,0.000458
66,64.2984,0.03395,0.79062,1,0.87573,0.000445625,0.000445625,0.000445625
67,65.2359,0.05142,0.78125,1,0.75732,0.00043325,0.00043325,0.00043325
68,66.3241,0.03847,0.7875,1,0.79468,0.000420875,0.000420875,0.000420875
69,67.2661,0.03049,0.7875,1,0.85571,0.0004085,0.0004085,0.0004085
70,68.2383,0.03813,0.76875,1,0.89087,0.000396125,0.000396125,0.000396125
71,69.1941,0.02946,0.76875,1,0.8396,0.00038375,0.00038375,0.00038375
72,70.1672,0.03346,0.77188,1,0.71338,0.000371375,0.000371375,0.000371375
73,71.1149,0.04567,0.7875,1,0.96973,0.000359,0.000359,0.000359
74,72.0128,0.02675,0.77188,1,0.87158,0.000346625,0.000346625,0.000346625
75,72.8775,0.02781,0.79375,1,0.74023,0.00033425,0.00033425,0.00033425
76,73.7262,0.03076,0.79375,1,0.61169,0.000321875,0.000321875,0.000321875
77,74.5942,0.04528,0.80313,1,0.73047,0.0003095,0.0003095,0.0003095
78,75.6996,0.02883,0.8,1,0.77808,0.000297125,0.000297125,0.000297125
79,76.7029,0.02604,0.8125,1,0.86792,0.00028475,0.00028475,0.00028475
80,77.642,0.02105,0.80313,1,0.802,0.000272375,0.000272375,0.000272375
81,78.5155,0.02307,0.80625,1,0.6637,0.00026,0.00026,0.00026
82,79.5302,0.02058,0.8,1,0.67383,0.000247625,0.000247625,0.000247625
83,80.4132,0.0262,0.8,1,0.93237,0.00023525,0.00023525,0.00023525
84,81.6345,0.02318,0.80625,1,0.7146,0.000222875,0.000222875,0.000222875
85,83.1427,0.02404,0.80313,1,0.84546,0.0002105,0.0002105,0.0002105
86,83.8735,0.02336,0.8125,1,0.57031,0.000198125,0.000198125,0.000198125
87,84.6319,0.02478,0.8,1,0.86865,0.00018575,0.00018575,0.00018575
88,85.5902,0.02232,0.80625,1,0.61353,0.000173375,0.000173375,0.000173375
89,86.5971,0.02018,0.8,1,0.62036,0.000161,0.000161,0.000161
