0,46,1.5522624,7.0084057,0.49090108
1,46,1.1887438,7.9803014,0.2561774
2,46,1.3015139,9.015284,0.25557524
3,46,1.296998,8.929287,0.30600917
4,46,0.96345425,11.752422,0.3306667
5,46,1.2393926,11.421617,0.28529754
6,46,1.2244788,12.905091,0.25112975
7,46,1.4423482,13.38055,0.14700162
8,46,1.6382087,11.538338,0.17023897
9,46,1.1732187,14.205503,0.18770283
10,46,1.3754537,14.002262,0.1582772
11,46,1.4985592,14.5215225,0.19957139
12,46,1.2543784,20.963198,0.14996767
13,46,1.1180265,15.652741,0.18813041
14,46,1.5168786,20.655216,0.1614815
15,46,9.802355,9.0811205,0.14664783
16,46,1.6306545,5.9010186,0.19618466
17,46,1.6523583,12.245811,0.13726756
18,46,1.2986008,7.4097195,0.110307105
19,46,1.4608711,10.076321,0.12423201
20,46,1.7959604,7.294921,0.13179685
21,46,2.1370814,2.246953,0.1109048
22,46,2.2447777,4.084365,0.111574456
23,46,1.5377029,4.4636164,0.17400776
24,46,1.1293346,5.246536,0.14717367
25,46,0.8889182,6.7721186,0.17096308
26,46,0.7556206,7.782356,0.09069217
27,46,0.59288704,8.346614,0.05133497
28,46,0.88590086,16.205984,0.08496945
29,46,0.59999245,8.690684,0.07111295
30,46,0.6503942,9.678449,0.08160606
31,46,0.5582545,7.654253,0.04199617
32,46,0.5401944,11.191419,0.08478026
33,46,0.8525303,10.119914,0.061302215
34,46,0.23317324,10.906499,0.083125465
35,46,0.7427371,10.554781,0.048742518
36,46,0.31451494,10.126182,0.017423365
37,46,0.15881944,9.458223,0.010662657
38,46,0.37787223,9.230751,0.020862218
39,46,0.39128366,11.105685,0.019210164
40,46,0.30161387,10.176497,0.009644511
41,46,0.33866614,10.742466,0.0015563254
42,46,0.4321577,11.406373,0.0059993262
43,46,0.4980116,9.738056,0.07117978
44,46,0.49162018,10.066641,0.051492333
45,46,0.63146746,10.508504,0.059315678
46,46,0.34840813,11.546617,0.022728365
47,46,0.56593615,13.097103,0.010969913
48,46,0.20644437,11.089829,0.034688167
49,46,0.52571917,9.819353,0.12608878
50,46,0.61865807,10.48105,0.037639875
51,46,0.39447364,7.536675,0.038446397
52,46,0.48558646,9.673244,0.037145887
53,46,0.18593374,10.037118,0.0057712435
54,46,0.5090271,9.220547,0.06952769
55,46,0.34904733,10.936294,0.012609438
56,46,0.32408,10.715652,0.039790362
57,46,0.5193596,10.87207,0.05501365
58,46,0.43165976,8.051291,0.030160211
59,46,0.23702675,10.60837,0.02148181
60,46,0.58558685,10.433528,0.12210824
61,46,0.48663044,8.496021,0.15084785
62,46,0.27897164,10.40733,0.025185633
63,46,0.12515254,10.2434845,0.007085698
64,46,0.23270155,10.12956,0.013339172
65,46,0.7548351,11.426783,0.111313075
66,46,0.34528422,10.048811,0.047628857
67,46,0.51675797,9.919563,0.048094533
68,46,0.1724326,10.245264,0.017816491
69,46,0.42490843,11.302143,0.019696763
70,46,0.5278626,8.052512,0.026419412
71,46,0.37698036,11.667896,0.029424127
72,46,0.22257619,10.604285,0.011379786
73,46,0.5448788,11.141157,0.016795589
74,46,0.1064537,16.10471,0.19225253
75,46,0.26455256,13.071926,0.060397945
76,46,0.1896898,16.28677,0.021105098
77,46,0.12347477,12.705393,0.007942532
78,46,1.0376713,9.008031,0.22231135
79,46,0.94938606,8.65806,0.0873133
80,46,0.73213327,7.899131,0.06174895
81,46,0.47411895,8.802643,0.06592452
82,46,0.44699025,8.949608,0.04453705
83,46,0.45723227,8.285818,0.15490639
84,46,0.32784265,8.306703,0.029920675
85,46,0.16492347,9.948599,0.01002049
86,46,0.13763636,10.544447,0.0018854489
87,46,0.23321995,10.10626,0.0020304369
88,46,0.10902433,11.792401,0.007856366
89,46,0.13499871,10.337109,0.010798676
90,46,0.65184945,8.724875,0.049071416
91,46,0.57698745,8.453813,0.10338742
92,46,0.65717137,7.801602,0.085682355
93,46,0.63827455,9.179025,0.11196694
94,46,0.3654664,9.095068,0.064663865
95,46,0.7862161,8.538446,0.124607906
96,46,0.50765306,8.712372,0.08225534
97,46,0.40655184,9.329659,0.080774836
98,46,0.42433462,9.058004,0.07211725
99,46,0.5544729,8.921215,0.11052586
100,46,0.5809201,9.210049,0.09983298
101,46,0.5245761,8.80997,0.109214224
102,46,0.5663165,8.972618,0.101068206
103,46,0.50532275,9.011363,0.088217385
104,46,0.62208825,9.67477,0.104347855
105,46,0.51046646,8.415934,0.08300928
106,46,0.39089218,9.335632,0.07025048
107,46,0.49093273,9.835787,0.09105253
108,46,0.6491662,11.339111,0.118491225
109,46,0.5579122,9.104029,0.09733963
110,46,0.5860771,9.270161,0.10536682
111,46,0.55850875,8.549326,0.09867362
112,46,0.6188634,8.724184,0.11737434
113,46,0.54020625,9.721675,0.10521221
114,46,0.71512735,10.242708,0.12629236
115,46,0.7582186,9.932607,0.13318633
116,46,0.5797073,9.601834,0.10873162
117,46,0.59472656,8.846984,0.111839615
118,46,0.47279918,10.10763,0.092139006
119,46,0.50808454,9.949848,0.09545496
120,46,0.6123703,9.467341,0.121759444
121,46,0.6388236,10.436834,0.11286058
122,46,0.62896574,9.010855,0.12219382
123,46,0.5946711,10.403414,0.09938856
124,46,0.59144074,9.352381,0.11463746
125,46,0.59536886,10.017648,0.11539943
126,46,0.6051298,9.081272,0.09329315
127,46,0.55803394,9.897663,0.099856056
128,46,0.74709415,9.563452,0.119717166
129,46,0.54198974,9.421876,0.098484136
130,46,0.56845254,15.70441,0.10490291
131,46,0.5609987,10.803328,0.1040591
132,46,0.53693706,10.1629925,0.10676254
133,46,0.6011361,9.275141,0.10679342
134,46,0.609682,11.144056,0.09690319
135,46,0.55314744,10.875218,0.09944259
136,46,0.56097525,10.183892,0.10619912
137,46,0.6548846,10.097707,0.12303543
138,46,0.58637846,11.468077,0.11115336
139,46,0.5870205,15.331108,0.34414837
140,46,0.5226438,12.307496,0.2478807
141,46,0.905674,11.36805,0.15967426
142,46,0.5885308,10.945186,0.15054381
143,46,0.44702938,11.179055,0.09006185
144,46,0.56887347,10.911044,0.11329067
145,46,0.6519296,9.6396055,0.12521699
146,46,0.53225577,11.18102,0.10992273
147,46,0.6067294,6.2613053,0.11425165
148,46,0.98017645,4.85537,0.15587385
