epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2
1,1.89683,1.43889,0.30937,1,1.41895,8.75e-05,8.75e-05,8.75e-05
2,2.77349,1.28381,0.5375,1,1.17676,0.000185644,0.000185644,0.000185644
3,3.70152,1.01578,0.64375,1,0.90039,0.000281807,0.000281807,0.000281807
4,4.57833,0.74989,0.69375,1,0.72192,0.000375991,0.000375991,0.000375991
5,5.59317,0.56736,0.73125,1,0.63428,0.000468195,0.000468195,0.000468195
6,6.4111,0.46948,0.75625,1,0.77612,0.000558419,0.000558419,0.000558419
7,7.42279,0.38317,0.8,1,0.61646,0.000646662,0.000646662,0.000646662
8,8.57463,0.3121,0.8,1,0.58838,0.000732926,0.000732926,0.000732926
9,9.54546,0.26381,0.8125,1,0.48645,0.00081721,0.00081721,0.00081721
10,10.7231,0.2054,0.80625,1,0.48267,0.000899514,0.000899514,0.000899514
11,11.5283,0.22866,0.8125,1,0.54932,0.000979838,0.000979838,0.000979838
12,12.4134,0.19945,0.77812,1,0.52588,0.00105818,0.00105818,0.00105818
13,13.3584,0.19741,0.79688,1,0.61768,0.0011015,0.0011015,0.0011015
14,14.2586,0.1281,0.80313,1,0.67065,0.00108913,0.00108913,0.00108913
15,15.3222,0.12054,0.8,1,0.67773,0.00107675,0.00107675,0.00107675
16,16.2931,0.14244,0.77812,1,0.60315,0.00106437,0.00106437,0.00106437
17,17.2818,0.08248,0.78438,1,0.82886,0.001052,0.001052,0.001052
18,18.289,0.11088,0.80937,1,0.74219,0.00103962,0.00103962,0.00103962
19,19.3121,0.10286,0.80937,1,0.64429,0.00102725,0.00102725,0.00102725
20,20.2819,0.10079,0.81875,1,0.60657,0.00101488,0.00101488,0.00101488
21,21.2277,0.1054,0.80937,1,0.69263,0.0010025,0.0010025,0.0010025
22,22.1069,0.12382,0.75937,1,0.7998,0.000990125,0.000990125,0.000990125
23,22.987,0.11256,0.77188,1,0.84009,0.00097775,0.00097775,0.00097775
24,24.1514,0.11006,0.77812,1,0.75317,0.000965375,0.000965375,0.000965375
25,25.1364,0.10788,0.77188,1,0.58508,0.000953,0.000953,0.000953
26,26.0441,0.09186,0.8,1,0.60645,0.000940625,0.000940625,0.000940625
27,27.0333,0.10383,0.79375,1,0.71558,0.00092825,0.00092825,0.00092825
28,27.8685,0.08705,0.78125,1,0.80029,0.000915875,0.000915875,0.000915875
29,28.8173,0.07441,0.79688,1,0.80713,0.0009035,0.0009035,0.0009035
30,29.9235,0.06858,0.775,1,0.77466,0.000891125,0.000891125,0.000891125
31,30.8759,0.07716,0.76562,1,0.7605,0.00087875,0.00087875,0.00087875
32,31.7718,0.06922,0.79688,1,0.77051,0.000866375,0.000866375,0.000866375
33,32.6981,0.0626,0.79375,1,0.74756,0.000854,0.000854,0.000854
34,33.6755,0.05424,0.775,1,0.86035,0.000841625,0.000841625,0.000841625
35,34.5137,0.05481,0.76875,1,0.85913,0.00082925,0.00082925,0.00082925
36,35.814,0.04751,0.775,1,0.87036,0.000816875,0.000816875,0.000816875
37,36.6598,0.04948,0.7875,1,0.66089,0.0008045,0.0008045,0.0008045
38,37.5069,0.05311,0.79062,1,0.66699,0.000792125,0.000792125,0.000792125
39,38.528,0.04888,0.79062,1,0.72607,0.00077975,0.00077975,0.00077975
40,39.3807,0.04952,0.7875,1,0.72852,0.000767375,0.000767375,0.000767375
41,40.3601,0.05168,0.80625,1,0.89258,0.000755,0.000755,0.000755
42,41.2979,0.04293,0.79375,1,0.81665,0.000742625,0.000742625,0.000742625
43,42.1971,0.04653,0.8,1,0.88379,0.00073025,0.00073025,0.00073025
